player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
A. Dahl,65g5cfsdr10378yvmkpm19444,6wwwud48qahpwrfxs20334qk5,5,1,Defender,Right,NaN,57,3,4,4,15,3,1,43,69,18,90,17,5,7,54,21,28,NaN,NaN,NaN,3,NaN,2,NaN,1,5,1,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
S. Berger,8ngloyr6r0m71p8kgpfe69bvu,6wwwud48qahpwrfxs20334qk5,7,1,Defensive Midfielder,Left/Centre,NaN,50,3,5,10,18,2,1,35,56,20,90,11,7,4,45,18,21,NaN,NaN,1,2,1,1,1,2,3,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
L. Hetemi,7uia9zlz3axnuc6usdn9u4kfe,6wwwud48qahpwrfxs20334qk5,4,1,Defensive Midfielder,Centre/Right,NaN,48,3,6,5,16,2,3,33,57,20,77,18,10,5,39,17,21,NaN,1,NaN,1,1,1,1,2,NaN,NaN,,2,NaN,NaN,,2,2,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
E. Simonsen,45ssaw51hm80y1tfalyesap9m,6wwwud48qahpwrfxs20334qk5,11,2,Attacking Midfielder,Left,NaN,38,4,4,4,9,1,NaN,33,44,12,90,7,1,6,39,21,24,3,NaN,3,4,1,1,1,NaN,3,NaN,,1,NaN,1,,1,1,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
A. Jakobsen,hm7w2b4a6j0q3bprq118r5uy,6wwwud48qahpwrfxs20334qk5,13,1,Attacking Midfielder,Centre,NaN,22,8,5,4,5,1,3,18,27,5,90,12,5,4,24,13,17,2,NaN,2,1,1,2,1,NaN,2,NaN,,2,1,NaN,,2,2,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
C. Gammelgaard,1hbucfyn2l3bxcw5r4zcb1dlg,6wwwud48qahpwrfxs20334qk5,2,1,Attacking Midfielder,Right,NaN,21,NaN,1,1,6,2,NaN,15,24,6,77,8,1,2,20,11,13,2,NaN,2,NaN,NaN,2,NaN,2,6,2,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
F. Carstensen,2of6xfvdgpsrqehwxrc39kcq2,6wwwud48qahpwrfxs20334qk5,1,NaN,Striker,Centre,NaN,3,NaN,NaN,NaN,2,1,NaN,1,5,2,28,2,1,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
J. Brinch,6yev7nszmpylpqncom2gdkul1,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,6wwwud48qahpwrfxs20334qk5,1,1,Substitute,NaN,Midfielder,10,NaN,1,1,NaN,NaN,NaN,10,10,NaN,13,3,2,NaN,11,5,5,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
P. Egelund,6lb4k3g75nzgi8bp1y1mzxkru,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
M. Juhl,duvhbifjh37mvlm46akiy431m,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
F. Mehder,3938g251uzvj197yknpr0044p,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
E. Dall,91xtn2wlot8g8ue89zn4iiyqy,6wwwud48qahpwrfxs20334qk5,1,1,Substitute,NaN,Attacker,4,NaN,1,NaN,NaN,NaN,NaN,4,7,NaN,62,1,1,1,8,3,5,NaN,NaN,NaN,1,NaN,1,NaN,1,4,1,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
J. Jessen,6wfu6s6xo5zjeke21fgbouql0,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,5,NaN,NaN,NaN,2,1,NaN,3,6,3,13,2,NaN,1,3,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
M. Wohlgemuth,e8vt8711wb40afht2v13omket,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,9,NaN,NaN,1,1,NaN,NaN,8,10,1,13,2,1,NaN,9,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Næstved vs Fredericia,a67rpdlkui841fmr66y7mgm50,2024-03-09
M. Delač,8uhv14rin2znrr0wqgvcc2f2t,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Goalkeeper,Centre,NaN,7,NaN,1,1,5,2,NaN,5,15,7,90,21,4,7,18,1,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
F. Roslyng,4i0jiisff5k1efcgf27skpqfo,a9vw7ikerpr4cuweeeka5aneg,1,NaN,Defender,Left,NaN,8,NaN,2,2,5,3,NaN,3,15,10,60,11,3,3,6,1,2,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Ludwig,61vr9xr91fr4g6ayzga5vn9w5,a9vw7ikerpr4cuweeeka5aneg,1,1,Defender,Left/Centre,NaN,18,NaN,6,1,12,1,NaN,6,28,15,90,19,5,2,13,3,6,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
O. Stanisic,2p9y93r7xfjb71d1bfckcs53p,a9vw7ikerpr4cuweeeka5aneg,3,2,Defender,Centre/Right,NaN,20,NaN,2,1,13,1,NaN,7,34,16,90,22,4,3,18,NaN,5,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Lassen,duahzgqspyuy2gu31u3s8ky96,a9vw7ikerpr4cuweeeka5aneg,3,1,Defender,Right,NaN,12,NaN,5,1,7,3,NaN,6,34,15,90,29,13,4,20,1,8,NaN,1,NaN,1,2,1,2,NaN,1,1,,NaN,1,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Nehme,9tdl50o579ut0oj2eec0dprtg,a9vw7ikerpr4cuweeeka5aneg,3,NaN,Midfielder,Left,NaN,6,1,1,1,NaN,NaN,NaN,7,9,3,59,6,NaN,3,7,4,4,NaN,NaN,NaN,2,NaN,1,NaN,1,NaN,NaN,,1,1,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,a9vw7ikerpr4cuweeeka5aneg,3,NaN,Midfielder,Left/Centre,NaN,25,NaN,4,1,16,3,NaN,12,33,18,90,16,4,8,21,4,8,1,1,1,5,2,3,2,1,2,NaN,,NaN,NaN,NaN,,2,2,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Saine,7353ysa16qgg30b9z5qiagys4,a9vw7ikerpr4cuweeeka5aneg,4,1,Midfielder,Centre/Right,NaN,19,2,4,2,11,4,1,9,33,14,90,19,9,10,20,3,11,NaN,1,NaN,6,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
F. Kristensen,7pbzgnyig3427nvsukz1bqq6s,a9vw7ikerpr4cuweeeka5aneg,6,2,Midfielder,Right,NaN,9,NaN,6,NaN,4,1,NaN,5,14,5,60,5,1,2,9,1,2,NaN,4,NaN,1,NaN,NaN,NaN,NaN,1,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,a9vw7ikerpr4cuweeeka5aneg,4,2,Attacking Midfielder,Centre,NaN,15,NaN,2,3,11,2,NaN,9,23,15,82,11,4,7,14,4,4,NaN,NaN,2,4,4,1,4,NaN,NaN,NaN,,1,1,1,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
S. Becher,2xewnia49fvj3u2x3y8tfq2ju,a9vw7ikerpr4cuweeeka5aneg,6,4,Striker,Centre,NaN,6,1,2,1,4,2,1,4,9,4,59,NaN,1,4,7,1,2,NaN,1,NaN,2,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,,2,2,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
J. Beluli,29y19vqfjkvlc8s9gr5v5atqs,a9vw7ikerpr4cuweeeka5aneg,4,1,Substitute,NaN,Midfielder,1,1,2,NaN,NaN,1,1,1,6,1,31,4,NaN,3,5,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Frederiksen,1pburqlek8mrltnblrvucehw4,a9vw7ikerpr4cuweeeka5aneg,1,NaN,Substitute,NaN,Attacker,5,1,1,NaN,2,NaN,1,3,7,2,8,3,1,NaN,5,3,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
E. Just,b9g3gwxlao9u6y4elz1sdukmh,a9vw7ikerpr4cuweeeka5aneg,5,2,Substitute,NaN,Midfielder,12,2,2,1,5,2,1,7,18,7,31,7,3,3,11,4,6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Hermansen,7odg3dte6eh3uuv1cjnd3oefo,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
O. Kouassi,cphvg2nexeks2vwd2ezb4zuok,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
R. Mugisha,5oesz1ge01l4ay7llja4a3alm,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Opondo,4m3slt6iikaxklqd12i719rl5,a9vw7ikerpr4cuweeeka5aneg,1,NaN,Substitute,NaN,Midfielder,8,NaN,NaN,NaN,3,NaN,NaN,5,10,3,30,3,NaN,1,7,4,6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
S. Reese,4bkqvwlmbwul0s8lbbq6mifp,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
H. Toftegaard,e2157naqwp1qdsgaxre307cb8,a9vw7ikerpr4cuweeeka5aneg,6,2,Substitute,NaN,Midfielder,7,1,4,NaN,5,NaN,1,2,16,8,30,8,3,1,8,2,4,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4411,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
N. Flø,a6ham5hnwv62w3tynikyal68l,aljua8crr0vkwit0j3m59jw9j,1,1,Goalkeeper,Centre,NaN,17,NaN,NaN,NaN,20,1,NaN,1,31,28,90,19,3,6,9,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
D. Wilkins,5q4p56lg1vjsqo824aql0e1d6,aljua8crr0vkwit0j3m59jw9j,2,1,Defender,Left,NaN,42,2,8,9,26,NaN,2,18,54,27,73,16,7,3,31,11,18,1,3,1,3,1,3,1,NaN,4,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
D. Grétarsson,czpstoiy12awqpasz573ckp91,aljua8crr0vkwit0j3m59jw9j,2,2,Defender,Left/Centre,NaN,96,NaN,7,4,75,4,NaN,28,125,86,90,48,21,6,46,11,23,NaN,6,NaN,2,2,NaN,2,1,3,3,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Soulas,6rd849oap6uh93wdwjk8590q1,aljua8crr0vkwit0j3m59jw9j,1,1,Defender,Centre/Right,NaN,110,NaN,4,NaN,79,2,NaN,34,124,82,90,27,11,7,45,8,14,NaN,2,1,4,2,NaN,2,NaN,3,2,,1,NaN,1,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Oggesen,3361cs2j60yxzy9mir80byqc5,aljua8crr0vkwit0j3m59jw9j,1,NaN,Defender,Right,NaN,70,NaN,2,3,33,4,NaN,37,72,33,90,17,5,8,41,17,19,NaN,NaN,NaN,3,NaN,2,NaN,NaN,NaN,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
R. Vinderslev,5j9d1plbsd5ic01r3ggziutwp,aljua8crr0vkwit0j3m59jw9j,12,5,Defensive Midfielder,Left/Centre,NaN,69,NaN,5,1,29,2,NaN,41,82,35,90,29,13,3,48,18,24,NaN,2,NaN,1,NaN,NaN,NaN,1,1,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
T. Kløve,ozsu77pdl1qshegexnbjfqvp,aljua8crr0vkwit0j3m59jw9j,3,NaN,Defensive Midfielder,Centre/Right,NaN,56,5,6,2,22,1,4,34,68,26,82,31,7,5,43,16,21,1,1,1,4,NaN,1,NaN,1,4,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
P. Christiansen,djxtqxvqxd70prbr1gkwjp3sa,aljua8crr0vkwit0j3m59jw9j,3,NaN,Attacking Midfielder,Left,NaN,3,NaN,NaN,1,NaN,NaN,NaN,3,7,1,40,2,1,1,7,3,4,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
K. Ingason,a8opuarwq9byw73nhfgvo9nca,aljua8crr0vkwit0j3m59jw9j,6,2,Attacking Midfielder,Centre,NaN,22,4,8,7,9,NaN,3,18,26,11,90,6,NaN,5,25,13,15,2,2,4,3,NaN,2,NaN,4,13,4,,2,1,NaN,,1,1,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
J. Gallegos,6gh4z3yubnpypzoakjom1rj3e,aljua8crr0vkwit0j3m59jw9j,3,NaN,Attacking Midfielder,Right,NaN,38,1,3,6,8,2,1,31,44,9,73,12,3,10,38,22,23,4,NaN,4,7,1,3,1,2,6,1,,1,1,1,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
S. Andreasen,4qyfoq5fjiochtj89w426lm21,aljua8crr0vkwit0j3m59jw9j,2,1,Striker,Centre,NaN,13,NaN,1,1,3,NaN,NaN,12,14,3,73,1,2,NaN,13,11,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,4,1,Substitute,NaN,Attacker,9,3,4,3,1,NaN,2,9,16,1,50,7,4,2,16,6,11,2,1,2,NaN,NaN,1,NaN,1,8,2,,2,1,1,,1,1,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
A. Barkarson,bb2cldqy0vvcyrrcvj6j0d71l,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Defender,5,NaN,NaN,1,5,1,NaN,2,6,5,17,2,NaN,1,3,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,,NaN,1,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
J. Buus,s8c0oxnoqt6zi7pi88rwawvd,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
J. Dakir,9yxhg70gpwi3e9s84c8qwg0yx,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Dal Hende,33sxiwcjeqcop3ukuok86ujmd,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
O. Hyseni,94560hgwsjkx8qgz48f7gzitw,aljua8crr0vkwit0j3m59jw9j,3,1,Substitute,NaN,Attacker,2,NaN,1,NaN,2,NaN,NaN,NaN,2,2,17,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,2,2,2,,1,NaN,NaN,,NaN,NaN,1,1,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
T. Klysner,d88feog3dgv09oxbzn15xqesq,aljua8crr0vkwit0j3m59jw9j,1,NaN,Substitute,NaN,Midfielder,3,1,2,NaN,1,NaN,1,2,4,1,17,1,NaN,NaN,3,1,2,NaN,1,NaN,NaN,1,NaN,1,NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
M. Kristensen,4lac0f1ev5usxpka7gaev3hii,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
T. Sommer,5jdkdvxssuc8gvzwwrq5bs76y,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,6,NaN,NaN,1,1,NaN,NaN,5,7,1,8,5,2,NaN,6,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,Horsens vs SønderjyskE,a5ge1rf0aqi29fanhq8zsxclw,2024-03-09
R. de Boer,cul6phe87idi5dn1hsfywxhwp,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Goalkeeper,Centre,NaN,17,NaN,NaN,1,16,1,NaN,2,26,18,90,17,5,9,11,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
Diego Caballo,974s3rwvb2ls1k1no4hlaz8ph,36g6ifzjliec1jqnbtf7yesme,4,1,Defender,Left,NaN,22,NaN,4,8,9,3,NaN,16,35,13,89,25,8,4,32,6,12,2,NaN,3,1,3,2,3,NaN,NaN,NaN,,NaN,1,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
N. Arnórsson,brinkgys7026490q3ixx6h9uc,36g6ifzjliec1jqnbtf7yesme,5,2,Defender,Left/Centre,NaN,27,1,6,NaN,28,3,1,7,39,37,90,21,NaN,3,10,NaN,NaN,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
L. Kramer,7yst1mucy7jynmpzu1thox2i,36g6ifzjliec1jqnbtf7yesme,3,2,Defender,Centre/Right,NaN,36,NaN,3,1,28,2,NaN,9,44,32,90,22,9,3,13,6,9,1,3,1,1,NaN,NaN,NaN,NaN,1,1,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
K. Jørgensen,de0dokhb6u6hts2hu5aupgiga,36g6ifzjliec1jqnbtf7yesme,2,1,Defender,Right,NaN,12,NaN,2,2,5,4,NaN,8,26,12,90,17,6,6,17,3,6,NaN,2,NaN,2,3,2,3,NaN,4,3,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
