player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
M. Widell,3q4tnk1z46lop4rbdpjtfoc2c,36g6ifzjliec1jqnbtf7yesme,7,1,Midfielder,Left/Centre,NaN,11,1,5,1,1,1,1,10,31,7,90,12,6,4,24,8,14,1,1,1,3,1,NaN,1,NaN,3,NaN,,NaN,NaN,NaN,,1,1,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Højholt,eyx42tgneccybvhk8bfhtcaqy,36g6ifzjliec1jqnbtf7yesme,4,1,Midfielder,Centre,NaN,33,3,8,NaN,19,3,3,14,46,25,90,20,7,12,21,6,10,NaN,1,NaN,8,3,NaN,3,NaN,NaN,NaN,,1,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
R. Odada,8bfew6mf9m26cj07fq32uf2wa,36g6ifzjliec1jqnbtf7yesme,5,2,Midfielder,Centre/Right,NaN,10,1,3,1,6,1,1,4,16,7,57,6,1,6,9,2,4,NaN,1,NaN,5,NaN,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
J. Adedeji,4sgxth7onhb5mu29bgyupby3u,36g6ifzjliec1jqnbtf7yesme,10,1,Striker,Left/Centre,NaN,12,6,7,1,2,2,3,11,16,3,90,4,NaN,5,14,5,6,1,NaN,2,2,NaN,NaN,NaN,NaN,7,NaN,,1,NaN,1,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
Y. Bakiz,bb8q9cgqzw9n2tmkl8s3bth0q,36g6ifzjliec1jqnbtf7yesme,4,1,Striker,Centre,NaN,7,2,6,4,7,NaN,1,6,18,9,69,10,4,5,16,3,12,NaN,1,2,3,1,1,1,1,3,1,,2,1,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Jørgensen,1arzd8hqj73byhduozscqz5uy,36g6ifzjliec1jqnbtf7yesme,4,1,Striker,Centre/Right,NaN,9,1,5,4,3,1,1,6,12,3,90,5,NaN,1,12,4,5,NaN,3,NaN,NaN,NaN,3,NaN,3,3,3,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
J. Ahlmann,bmz2yqayufuyy33p3drvtjgt1,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
D. Ask,1dvhwhz4n5f9cf4ts58rfu21,36g6ifzjliec1jqnbtf7yesme,3,2,Substitute,NaN,Midfielder,9,NaN,2,1,7,2,NaN,2,13,8,33,6,2,3,5,NaN,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Bomholt,ejixz16616b7krftxyzv9yiac,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
J. Posavec,5sh5t0j4c7wfs2j4tv4jdg7v9,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
O. Ross,5lz41celw55rz3zh8pohclw5w,36g6ifzjliec1jqnbtf7yesme,1,1,Substitute,NaN,Attacker,5,1,2,NaN,2,NaN,1,3,6,2,21,3,1,2,5,3,3,NaN,1,1,1,NaN,1,NaN,1,3,1,,1,NaN,1,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
E. Toku,6d05w3h1odtki5z4wqojf6z56,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
A. Pérez,14r1c22voyj02dx8bni4eketw,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Bundgaard,dcocgxtuabo0rwzwukvqky9uy,7gkglopz9cjsysn2u6sbhuvc5,1,1,Goalkeeper,Centre,NaN,31,NaN,NaN,NaN,31,3,NaN,4,43,34,90,34,7,8,20,1,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
E. Nielsen,bubntd7xg8lyqaaw3utf3p8gk,7gkglopz9cjsysn2u6sbhuvc5,5,3,Defender,Left,NaN,14,NaN,6,5,2,NaN,NaN,13,30,3,90,17,12,4,29,7,19,2,1,2,3,2,1,2,1,4,NaN,,1,NaN,1,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
T. Hartzell,alvc454edslfjld3g3wcn7yp6,7gkglopz9cjsysn2u6sbhuvc5,3,1,Defender,Left/Centre,NaN,35,1,1,NaN,29,3,NaN,13,41,31,90,16,8,7,17,7,11,NaN,1,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,7gkglopz9cjsysn2u6sbhuvc5,4,1,Defender,Centre/Right,NaN,50,NaN,7,NaN,35,1,NaN,16,62,40,90,27,9,9,24,6,12,1,3,1,7,4,NaN,4,NaN,4,2,,1,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
R. Frantsen,27gr6h19dyehzbcu0z0wsz5xx,7gkglopz9cjsysn2u6sbhuvc5,4,NaN,Defender,Right,NaN,26,1,4,5,16,5,1,11,49,25,90,27,10,6,28,9,22,1,2,1,1,1,3,1,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
R. Thellufsen,5hr1cb6e6xb3eyjnau7w4825l,7gkglopz9cjsysn2u6sbhuvc5,5,1,Defensive Midfielder,Left/Centre,NaN,38,NaN,6,11,21,3,NaN,22,56,28,90,23,9,8,40,13,16,NaN,2,2,4,1,4,1,1,2,1,,1,1,NaN,,2,2,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
V. Mpindi,78iynnu6cnznv6fxpo4br4mlm,7gkglopz9cjsysn2u6sbhuvc5,5,1,Defensive Midfielder,Centre/Right,NaN,34,3,10,2,15,2,3,19,45,18,90,17,8,7,27,9,15,2,2,2,5,3,NaN,3,2,2,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,7gkglopz9cjsysn2u6sbhuvc5,3,2,Attacking Midfielder,Left,NaN,18,1,4,3,5,3,1,13,27,5,90,8,3,7,24,7,13,1,2,1,4,2,2,2,NaN,2,NaN,,NaN,NaN,NaN,,2,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
C. Lange,1w8gujxthv0lfjrn98paa1uga,7gkglopz9cjsysn2u6sbhuvc5,7,2,Attacking Midfielder,Centre,NaN,21,3,2,2,8,2,1,15,25,9,74,5,3,6,18,9,10,NaN,NaN,NaN,2,1,NaN,1,2,4,3,,2,NaN,NaN,,1,1,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
O. Øhlenschlæger,7j35sfip0xb51mpa91wzikrh0,7gkglopz9cjsysn2u6sbhuvc5,5,NaN,Attacking Midfielder,Right,NaN,12,2,3,2,4,NaN,NaN,8,16,7,75,6,NaN,3,10,6,7,NaN,NaN,NaN,1,1,1,1,1,1,1,,2,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
L. Jensen,139g7ilwvcpl519v3scnweg2d,7gkglopz9cjsysn2u6sbhuvc5,9,1,Striker,Centre,NaN,12,3,7,4,3,NaN,2,14,19,4,90,4,2,2,21,9,15,NaN,2,2,1,NaN,3,NaN,1,7,1,,1,2,2,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
T. Baya,dery8ktfkfh6kqt9g8tnxk7op,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
O. Buch,y4dl1rer075c9wz6zhx7skbt,7gkglopz9cjsysn2u6sbhuvc5,1,1,Substitute,NaN,Attacker,7,NaN,1,1,NaN,NaN,NaN,7,8,NaN,16,2,1,NaN,8,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
T. Christiansen,bz8d17weyl989ssa4drf9d5ka,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
G. Dahl,9y2jqheyw7vuscwsj9yyxuga,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Eriksen,c8btmt9x3j3yhm8sa4tgch34k,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Houkjær,6xnn9048x2zmwprfsg0lhq61g,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
O. Jebali,18vvlxsaoloypja4fdddj687o,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Greve,ef7l91pb4w6yk7lijxjxlievp,7gkglopz9cjsysn2u6sbhuvc5,1,1,Substitute,NaN,Defender,9,NaN,1,NaN,5,1,NaN,4,11,6,15,6,1,1,5,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,7gkglopz9cjsysn2u6sbhuvc5,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,AaB vs Vendsyssel,a5yhl7gicnd7onc1lfpedy5n8,2024-03-10
M. Lamhauge,cu2l7ju3t72stqhwaurrnqbqh,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Goalkeeper,Centre,NaN,14,NaN,NaN,NaN,20,1,NaN,1,14,20,90,8,NaN,10,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
N. Ritter,vhi48idnigudh60qxq6eacph,6wwwud48qahpwrfxs20334qk5,3,1,Defender,Left,NaN,66,3,5,7,18,3,3,49,76,19,71,32,13,5,62,38,44,2,NaN,2,1,NaN,4,NaN,3,4,NaN,,1,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
J. Juelsgård,ei3xmwfz8dah5e4lcbu4w98t1,6wwwud48qahpwrfxs20334qk5,1,NaN,Defender,Left/Centre,NaN,86,NaN,1,1,34,3,NaN,58,97,38,90,27,15,6,65,15,17,NaN,NaN,NaN,3,2,1,2,NaN,1,NaN,,NaN,1,NaN,,1,1,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
M. Fischer,5ezedgrsrflkr1gi8o6eu7j3e,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Defender,Centre/Right,NaN,52,NaN,NaN,1,25,NaN,NaN,27,54,25,58,16,13,6,29,18,19,NaN,NaN,NaN,5,NaN,NaN,NaN,1,NaN,NaN,,1,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
A. Dahl,65g5cfsdr10378yvmkpm19444,6wwwud48qahpwrfxs20334qk5,3,NaN,Defender,Right,NaN,49,NaN,2,2,18,2,NaN,34,52,18,90,15,2,3,38,21,23,2,NaN,2,1,NaN,4,NaN,NaN,1,NaN,,NaN,3,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
E. Dall,91xtn2wlot8g8ue89zn4iiyqy,6wwwud48qahpwrfxs20334qk5,7,1,Midfielder,Left,NaN,21,3,1,1,5,3,1,16,27,7,59,5,1,6,21,6,10,NaN,NaN,NaN,1,1,1,1,1,1,1,,2,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
S. Berger,8ngloyr6r0m71p8kgpfe69bvu,6wwwud48qahpwrfxs20334qk5,4,NaN,Midfielder,Left/Centre,NaN,55,2,6,8,11,1,1,45,67,15,90,17,6,6,55,35,41,3,NaN,4,5,NaN,NaN,NaN,2,1,1,,NaN,NaN,NaN,,1,1,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
J. Jessen,6wfu6s6xo5zjeke21fgbouql0,6wwwud48qahpwrfxs20334qk5,2,1,Midfielder,Centre,NaN,53,4,6,2,13,1,3,42,65,16,71,11,7,6,51,23,28,4,1,4,2,2,NaN,2,NaN,1,NaN,,3,NaN,NaN,,1,1,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,6wwwud48qahpwrfxs20334qk5,6,NaN,Midfielder,Centre/Right,NaN,41,1,4,3,8,NaN,1,33,46,9,87,11,5,3,39,22,26,2,NaN,2,2,NaN,2,NaN,NaN,4,1,,1,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
C. Gammelgaard,1hbucfyn2l3bxcw5r4zcb1dlg,6wwwud48qahpwrfxs20334qk5,4,2,Midfielder,Right,NaN,23,1,3,2,9,NaN,NaN,15,27,10,90,2,NaN,3,18,6,8,NaN,1,NaN,3,NaN,1,NaN,2,4,1,,NaN,1,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
E. Simonsen,45ssaw51hm80y1tfalyesap9m,6wwwud48qahpwrfxs20334qk5,10,NaN,Striker,Centre,NaN,31,7,10,9,8,1,4,35,39,8,90,9,NaN,5,47,29,36,1,NaN,2,3,NaN,1,NaN,7,7,5,,1,NaN,1,,1,1,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
J. Brinch,6yev7nszmpylpqncom2gdkul1,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,6wwwud48qahpwrfxs20334qk5,1,NaN,Substitute,NaN,Midfielder,4,NaN,2,NaN,NaN,1,NaN,4,6,1,3,4,2,1,5,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
F. Carstensen,2of6xfvdgpsrqehwxrc39kcq2,6wwwud48qahpwrfxs20334qk5,1,NaN,Substitute,NaN,Attacker,7,1,1,NaN,3,NaN,NaN,4,9,4,31,2,1,NaN,5,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
P. Egelund,6lb4k3g75nzgi8bp1y1mzxkru,6wwwud48qahpwrfxs20334qk5,2,NaN,Substitute,NaN,Midfielder,6,1,1,NaN,3,1,NaN,3,7,4,19,2,NaN,1,3,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4,1,,NaN,NaN,NaN,,1,1,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
M. Juhl,duvhbifjh37mvlm46akiy431m,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Defender,18,2,4,2,6,NaN,2,12,21,8,19,11,1,1,15,6,7,NaN,NaN,NaN,1,NaN,2,NaN,NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
F. Mehder,3938g251uzvj197yknpr0044p,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,6wwwud48qahpwrfxs20334qk5,NaN,NaN,Substitute,NaN,Midfielder,35,NaN,2,NaN,21,1,NaN,15,37,22,32,15,4,3,16,4,4,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,,,451,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
B. Bayrak,dqqswfn9s1tdxjoslts8ks6xg,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Goalkeeper,Centre,NaN,5,NaN,1,4,10,1,NaN,3,12,19,90,30,8,8,16,NaN,8,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
H. Bonnesen,2pm5oqzyonn0dysa5nszgq3xm,8cfkisxf1fkxdqtt6tx1tup48,1,NaN,Defender,Left/Centre,NaN,21,NaN,2,NaN,15,NaN,NaN,6,22,15,90,4,2,NaN,7,1,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
M. Jakobsen,5nved2kta2hk8103hkyhq33hm,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Defender,Centre,NaN,24,NaN,1,NaN,15,2,NaN,9,26,16,90,6,1,3,10,1,1,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
S. Hald,67p0s4o54xcmiustgy8k5gljo,8cfkisxf1fkxdqtt6tx1tup48,7,NaN,Defender,Centre/Right,NaN,24,1,5,3,16,3,NaN,10,38,19,90,23,15,4,22,5,16,1,1,1,1,4,1,4,NaN,1,1,,NaN,1,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
G. Çulhacı,1icurh5jrnw1e6jdgqxjnhdnu,8cfkisxf1fkxdqtt6tx1tup48,5,1,Midfielder,Left,NaN,14,5,5,1,8,1,3,7,19,11,89,6,5,4,9,2,4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
J. Seehusen,cptyf0icqfjv8wm49pcy0uw44,8cfkisxf1fkxdqtt6tx1tup48,5,1,Midfielder,Left/Centre,NaN,22,2,6,NaN,11,4,1,11,30,17,90,15,5,6,13,5,6,NaN,2,NaN,2,1,NaN,1,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,2,NaN,Midfielder,Centre/Right,NaN,15,NaN,5,4,6,2,NaN,11,26,11,90,15,8,7,18,4,9,NaN,NaN,1,5,2,1,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,8cfkisxf1fkxdqtt6tx1tup48,3,NaN,Midfielder,Right,NaN,14,3,10,2,5,4,2,11,18,6,90,11,1,6,15,3,5,NaN,NaN,NaN,2,2,2,2,1,NaN,NaN,,NaN,1,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
E. Semovski,8qzac8nxm8nxbckdaisnooutw,8cfkisxf1fkxdqtt6tx1tup48,5,NaN,Striker,Left/Centre,NaN,11,4,3,1,6,2,2,5,17,9,73,4,NaN,5,10,2,4,NaN,NaN,NaN,3,1,2,1,NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
J. Arias,3mcj3wypzq3lno1ehc0vif1sl,8cfkisxf1fkxdqtt6tx1tup48,3,NaN,Striker,Centre,NaN,13,NaN,NaN,2,8,1,NaN,7,21,9,81,2,1,4,14,3,6,1,NaN,1,3,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,3,3,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
C. Jensen,74m58jsznzu8l89b8h7rkh1bd,8cfkisxf1fkxdqtt6tx1tup48,5,1,Striker,Centre/Right,NaN,13,3,4,1,4,2,1,9,18,7,73,10,7,4,11,7,9,NaN,1,NaN,2,1,NaN,1,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,343,Fredericia vs HB Køge,a6z4sur3o4vlpw7c2uoeel2j8,2024-03-16
